id;adresas;namo_valdytojas;valdymo_forma;paskyrimo_pagrindas;administratoriaus_pabaigos_Data;paskirtis;uni_nr;bendr_plotas;naud_plotas;build_year;renov_metai;renovacijos_statusas;energ_naudingumo_klase;butu_skaicius;negyvenamuju_palapu_skaicius;korpusas;sklypo_plotas
115;Gabijos g. 2A;777-oji daugiabučių namų savininkų bendrija;Bendrija;2001.07.09;;Gyvenamoji (trys ir daugiau butų);1300-0007-5011;0.00;2496.40;2000;;Nerenovuotas;;44;14;1A5p;0.00
116;Gabijos g. 31;Daugiabučio namo Gabijos g. 31 savininkų bendrija;Bendrija;2009.07.17;;Gyvenamoji (trys ir daugiau butų);1098-7003-4010;7819.30;0.00;1987;;Nerenovuotas;;108;0;1A9b;0.00
117;Gabijos g. 75;414-oji daugiabučių namų savininkų bendrija GABIJA;Bendrija;1995.12.21;;Gyvenamoji (trys ir daugiau butų);1098-7005-5011;2778.48;0.00;1987;;Nerenovuotas;;40;0;1A5b;0.00
118;Gailestingųjų Seserų g. 10;Gailestingųjų Seserų gt. Nr. 10 daugiabučio namo savininkų bendrija;Bendrija;2004.06.09;;Gyvenamoji (trys ir daugiau butų);4400-0080-8295;1669.94;0.00;2003;;Nerenovuotas;;15;2;9A2p;0.00
119;Gailestingųjų Seserų g. 7;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);1099-4049-7018;82939.00;710.05;1994;;Nerenovuotas;;10;5;;0.00
120;Gedimino pr. 20;Daugiabučio namo Gedimino pr. 20/Jogailos g. 1, Vilniuje savininkų bendrija;Bendrija;2008.06.30;;"Prekybos
";1088-7000-1016;12893.06;5246.42;0;;Nerenovuotas;;51;14;1E8p;0.00
121;Gedimino pr. 46;DAUGIABUČIO NAMO, GEDIMINO PR. 46 IR 48, VILNIUJE, SAVININKŲ BENDRIJA;Bendrija;2007.09.07;;Gyvenamoji (trys ir daugiau butų);1094-0084-8011;1726.57;902.42;1940;2005;Nerenovuotas;D;9;7;1A3p;0.74
122;Gedimino pr. 46;DAUGIABUČIO NAMO, GEDIMINO PR. 46 IR 48, VILNIUJE, SAVININKŲ BENDRIJA;Bendrija;2007.09.07;;Gyvenamoji (trys ir daugiau butų);1094-0084-8022;640.24;435.50;1940;2005;Nerenovuotas;D;6;2;2A4p;0.74
123;Gedimino pr. 48;DAUGIABUČIO NAMO, GEDIMINO PR. 46 IR 48, VILNIUJE, SAVININKŲ BENDRIJA;Bendrija;2007.09.07;;Gyvenamoji (trys ir daugiau butų);1094-0084-8055;247.03;157.65;1940;2005;Nerenovuotas;E;3;1;5A3p;0.74
124;Gedimino pr. 48;DAUGIABUČIO NAMO, GEDIMINO PR. 46 IR 48, VILNIUJE, SAVININKŲ BENDRIJA;Bendrija;2007.09.07;;Gyvenamoji (trys ir daugiau butų);1094-0084-8060;228.39;159.14;1940;2005;Nerenovuotas;E;3;1;4A3p;0.74
125;Gedimino pr. 48;DAUGIABUČIO NAMO, GEDIMINO PR. 46 IR 48, VILNIUJE, SAVININKŲ BENDRIJA;Bendrija;2007.09.07;;Gyvenamoji (trys ir daugiau butų);1094-0084-8033;1854.01;1678.21;1940;2005;Nerenovuotas;D;24;3;3A4p;0.74
126;Gedvydžių g. 25;312-oji gyvenamojo namo Gedvydžių g. 25 statybos bendrija;Bendrija;34788;;Gyvenamoji (trys ir daugiau butų);1099-5022-0010;4083.11;2417.55;1995;;Nerenovuotas;;23;21;1A6p;0.00
127;Geležinio Vilko g. 27;575-oji daugiabučio namo savininkų bendrija VINGRELĖ;Bendrija;1997.06.24;;Gyvenamoji (trys ir daugiau butų);1097-7001-9011;5375.48;0.00;1977;;Nerenovuotas;;155;1;1N5p;0.00
128;Geležinio Vilko g. 3;Daugiabučio namo Geležinio Vilko g. 3 savininkų bendrija;Bendrija;2009.11.24;;Gyvenamoji (įvairioms socialinėms grupėms);1098-7006-0010;0.00;4308.58;1987;;Nerenovuotas;;106;29;1N14t;0.00
129;Geležinio Vilko g. 9;130-oji daugiabučio namo Geležinio Vilko g. 9 savininkų bendrija;Bendrija;1993.10.21;;Gyvenamoji (trys ir daugiau butų);1095-8005-4019;0.00;0.00;1958;;Nerenovuotas;;60;0;1A5p;0.00
130;Gelvonų g. 11;112-oji daugiabučių namų savininkų bendrija;Bendrija;1993.10.07;;Gyvenamoji (trys ir daugiau butų);1098-2003-8012;5493.08;4583.03;1982;;Nerenovuotas;;80;0;1A5b;0.00
131;Gelvonų g. 21;112-oji daugiabučių namų savininkų bendrija;Bendrija;1993.10.07;;Gyvenamoji (trys ir daugiau butų);1098-1002-3011;2490.81;2251.03;1981;;Nerenovuotas;;36;0;1A9b;0.00
132;Gelvonų g. 23;112-oji daugiabučių namų savininkų bendrija;Bendrija;1993.10.07;;Gyvenamoji (trys ir daugiau butų);1098-1002-4012;2475.70;2247.66;1981;;Nerenovuotas;;36;0;1A9b;0.00
133;Gelvonų g. 25;112-oji daugiabučių namų savininkų bendrija;Bendrija;1993.10.07;;Gyvenamoji (trys ir daugiau butų);1098-2004-8017;2514.80;2069.19;1982;;Nerenovuotas;;36;0;1A9b;0.00
134;Gelvonų g. 50;112-oji daugiabučių namų savininkų bendrija;Bendrija;1993.10.07;;Gyvenamoji (trys ir daugiau butų);1098-0004-3010;5491.56;4586.22;1980;;Nerenovuotas;;80;0;1A5b;0.00
135;Gelvonų g. 52;112-oji daugiabučių namų savininkų bendrija;Bendrija;1993.10.07;;Gyvenamoji (trys ir daugiau butų);1098-1003-5013;2467.83;2056.34;1981;;Nerenovuotas;;35;0;1A9b;0.00
136;Gelvonų g. 54;112-oji daugiabučių namų savininkų bendrija;Bendrija;1993.10.07;;Gyvenamoji (trys ir daugiau butų);1098-1003-6010;2476.65;2244.13;1981;;Nerenovuotas;;36;0;1A9b;0.00
137;Gelvonų g. 58;112-oji daugiabučių namų savininkų bendrija;Bendrija;1993.10.07;;Gyvenamoji (trys ir daugiau butų);1098-1003-9013;2642.71;2106.23;1981;;Nerenovuotas;;40;0;1A5b;0.00
138;Gelvonų g. 60;112-oji daugiabučių namų savininkų bendrija;Bendrija;1993.10.07;;Gyvenamoji (trys ir daugiau butų);1098-1004-1010;0.00;2244.78;1981;;Nerenovuotas;;40;0;1A5b;0.00
139;Gelvonų g. 9;112-oji daugiabučių namų savininkų bendrija;Bendrija;1993.10.07;;Gyvenamoji (trys ir daugiau butų);1098-2003-6015;1340.52;1059.70;1982;;Nerenovuotas;;20;0;1A5b;0.00
140;Genių g. 16;432-oji daugiabučių namų savininkų bendrija;Bendrija;1996.01.25;;Gyvenamoji (trys ir daugiau butų);1098-0004-6013;2677.36;2225.61;1980;;Nerenovuotas;;40;0;1A5p;0.00
141;Genių g. 20;432-oji daugiabučių namų savininkų bendrija;Bendrija;1996.01.25;;Gyvenamoji (trys ir daugiau butų);1097-9003-7019;2641.94;0.00;1979;;Nerenovuotas;;40;0;1A5p;0.00
142;Genių g. 21;432-oji daugiabučių namų savininkų bendrija;Bendrija;1996.01.25;;Gyvenamoji (trys ir daugiau butų);1097-4003-3018;4700.78;3936.46;1974;;Nerenovuotas;;80;0;1A5p;0.00
143;Genių g. 23;Vilniaus m. daugiabučio gyvenamojo namo Genių g. 23 savininkų bendija;Bendrija;2015.05.25;;Gyvenamoji (trys ir daugiau butų);1097-5002-9016;0.00;0.00;1975;;Nerenovuotas;;80;0;1A5p;0.00
144;Gerosios Vilties g. 20;401-oji daugiabučio namo savininkų bendrija;Bendrija;1995.12.18;;Gyvenamoji (trys ir daugiau butų);1096-4005-7018;5292.77;4420.65;1964;;Nerenovuotas;B;101;0;1A5b;0.00
145;Gerosios Vilties g. 24;459-oji daugiabučio namo savininkų bendrija VILTIS;Bendrija;1996.02.19;;Gyvenamoji (trys ir daugiau butų);1096-4005-9012;5289.39;4422.30;1964;;Nerenovuotas;;100;0;1A5b;0.00
146;Gerovės g. 11;354-oji daugiabučių namų savininkų bendrija Žalgiris;Bendrija;1995.09.26;;Gyvenamoji (trys ir daugiau butų);1096-6004-2011;2243.54;1865.64;1966;;Nerenovuotas;;45;0;1A5p;0.00
147;Gerovės g. 3;365-oji daugiabučio namo savininkų bendrija VILNELĖ;Bendrija;1995.10.12;;Gyvenamoji (trys ir daugiau butų);1096-4006-0011;2323.30;1898.23;1964;;Nerenovuotas;;48;0;1A4p;0.00
148;Gerovės g. 57;753-oji daugiabučio namo savininkų bendrija;Bendrija;2001.04.02;;Gyvenamoji (trys ir daugiau butų);1398-7002-7011;2284.53;2284.53;1997;;Nerenovuotas;;35;0;1A5p;0.00
149;Gervėčių g. 6;940-oji daugiabučio namo savininkų bendrija;Bendrija;2003.05.19;;Gyvenamoji (trys ir daugiau butų);1095-8005-7010;1025.09;643.24;1958;;Nerenovuotas;;12;1;1A2p;0.16
150;Giedraičių g. 2;Pastato, esančio Giedraičių g. 2, Vilniaus m., savininkų bendrija;Bendrija;2012.10.29;;Gyvenamoji (trys ir daugiau butų);1096-2009-1010;0.00;536.76;1962;;Nerenovuotas;;12;1;1A3p;0.00
151;Giedraičių g. 59;523-oji daugiabučio namo Giedraičių g. 59 savininkų bendrija;Bendrija;1996.09.16;;Gyvenamoji (trys ir daugiau butų);1097-3002-7017;2352.50;2136.50;2005;;Nerenovuotas;;64;1;1N5p;0.00
152;Giedraičių g. 85;737-oji negyvenamojo namo Giedraičių g. 85 savininkų bendrija;Bendrija;;;Administracinė;1097-2004-3016;0.00;1367.39;1972;;Nerenovuotas;;26;41;1B5p;0.00
153;Gilužio g. 4;Daugiabučių namų savininkų bendrija GILUŽIS;Bendrija;2008.04.07;;Gyvenamoji (trys ir daugiau butų);4400-0542-5110;3378.92;2736.03;2005;;Nerenovuotas;;48;0;7A5p;0.00
154;Gilužio g. 4;Daugiabučių namų savininkų bendrija GILUŽIS;Bendrija;2008.04.07;;Gyvenamoji (trys ir daugiau butų);4400-0652-9477;3172.83;2532.00;2006;;Nerenovuotas;;48;0;8A5p;0.00
155;Gilužio g. 6;Daugiabučių namų savininkų bendrija GILUŽIS;Bendrija;2008.04.07;;Gyvenamoji (trys ir daugiau butų);4400-0125-5996;1475.76;1186.52;2003;;Nerenovuotas;;23;0;5A5p;0.00
156;Gilužio g. 6;Daugiabučių namų savininkų bendrija GILUŽIS;Bendrija;2008.04.07;;Gyvenamoji (trys ir daugiau butų);4400-0294-0787;2925.86;2385.26;2004;;Nerenovuotas;;45;0;6A5p;0.00
157;Gilužio g. 6;Daugiabučių namų savininkų bendrija GILUŽIS;Bendrija;2008.04.07;;Gyvenamoji (trys ir daugiau butų);4400-0125-5985;1486.23;1235.98;2004;;Nerenovuotas;;23;0;4A5p;0.00
158;Gilužio g. 8;Daugiabučių namų savininkų bendrija GILUŽIS;Bendrija;2008.04.07;;Gyvenamoji (trys ir daugiau butų);1300-1005-8037;3294.40;2594.54;2002;;Nerenovuotas;;42;0;2A5p;0.00
159;Grigiškių m. Kovo 11-osios g. 55;941-oji daugiabučio namo savininkų bendrija;Bendrija;2003.07.29;;Gyvenamoji (trys ir daugiau butų);7998-9001-6010;2626.17;0.00;1989;;Nerenovuotas;;36;0;1A9b;0.00
160;Grigiškių m. Kunigiškių g. 17;Kunigiškių slėnio bendrija;Bendrija;2012.09.28;;Gyvenamoji (trys ir daugiau butų);4400-2366-1030;1336.69;0.00;2012;;Nerenovuotas;B;20;2;2A4b;0.40
161;Grigiškių m. Šviesos g. 12;Daugiabučio namo Šviesos g. Nr. 12, Grigiškės, Vilniuje savininkų bendrija;Bendrija;2004.07.16;;Gyvenamoji (trys ir daugiau butų);7998-7003-5019;2757.45;2281.23;1987;;Nerenovuotas;;41;0;1A5b;0.00
162;Gudų g. 4A;606-oji daugiabučio namo savininkų bendrija SANTARVĖ;Bendrija;1997.12.22;;Gyvenamoji (trys ir daugiau butų);1094-0505-9014;925.39;704.02;1940;;Nerenovuotas;;12;0;1A3p;0.08
163;I. Kanto al. 23;Daugiabučio namo I. Kanto al. 23, Vilniuje, savininkų bendrija;Bendrija;2005.01.25;;Gyvenamoji (trys ir daugiau butų);4400-0170-0861;3598.18;3197.31;2005;;Nerenovuotas;;54;22;1A10b;0.00
164;I. Kanto al. 27;Daugiabučių namų I. Kanto al. 25 ir 27, Vilniuje savininkų bendrija;Bendrija;2005.06.06;;Gyvenamoji (trys ir daugiau butų);4400-0314-6269;2682.34;2446.13;2005;;Nerenovuotas;;36;13;3A10b;0.00
165;Igno Šimulionio g. 5;IGNO ŠIMULIONIO G. NR. 5, DNSB;Bendrija;2007.10.30;;Gyvenamoji (trys ir daugiau butų);4400-1726-2561;1833.68;10767.84;2015;;Nerenovuotas;B;148;80;16A4p;0.19
166;J. Basanavičiaus g. 16;748-oji  daugiabučio namo savininkų bendrija;Bendrija;2001.02.08;;Gyvenamoji (trys ir daugiau butų);1094-0118-1020;3228.89;2931.96;1940;;Nerenovuotas;;50;4;2A4p;0.00
167;J. Basanavičiaus g. 16;748-oji  daugiabučio namo savininkų bendrija;Bendrija;2001.02.08;;Gyvenamoji (trys ir daugiau butų);1094-0118-1010;5050.54;3511.43;1940;;Nerenovuotas;;51;18;1A3p;0.00
168;J. Jasinskio g. 1;640-oji daugiabučio namo Jasinskio g. 1 savininkų bendrija;Bendrija;1999.03.06;;Gyvenamoji (dviejų butų pastatas);1094-0121-7014;1098.71;58.61;1940;;Nerenovuotas;;2;7;1A2p;0.00
169;J. Jasinskio g. 4;J. Jasinskio g. 4-ojo daugiabučio namo savininkų bendrija;Bendrija;2014.06.05;;Gyvenamoji (trys ir daugiau butų);1094-0121-8033;792.27;484.53;1940;;Nerenovuotas;;6;1;1A3p;0.00
170;J. Tumo-Vaižganto g. 6;Daugiabučio namo savininkų bendrija Bendri dalykai;Bendrija;2015.03.17;;Gyvenamoji (dviejų butų pastatas);1094-0128-1016;367.21;296.77;1940;;Nerenovuotas;;3;1;1A2p;0.00
171;Jaunimo skg. 2;795-oji daugiabučio namo savininkų bendrija;Bendrija;2001.10.02;;Gyvenamoji (įvairioms socialinėms grupėms);7997-1003-7015;0.00;0.00;1971;;Nerenovuotas;;131;2;1N5p;0.00
172;Jeruzalės g. 6;Daugiabučio gyvenamojo namo Jeruzalės g. Nr. 6 savininkų bendrija;Bendrija;;;Gyvenamoji (trys ir daugiau butų);1099-4031-6010;1588.61;1358.74;1994;;Nerenovuotas;C;22;0;1A6p;0.00
173;Jogailos g. 7;Vilniaus miesto daugiabučio gyvenamojo namo Jogailos g. 7 savininkų bendrija Jogailos 7;Bendrija;2014.07.17;;Gyvenamoji (trys ir daugiau butų);1094-0129-7018;3627.66;2158.32;1940;;Nerenovuotas;;28;13;1A3p;0.00
174;Jonažolių g. 15;Daugiabučių namų savininkų bendrija  Jonažolė;Bendrija;2009.06.04;;Gyvenamoji (trys ir daugiau butų);4400-1244-0581;16665.69;10706.86;2008;;Nerenovuotas;C;61;0;39A9b;0.00
175;Jonažolių g. 4;Daugiabučio namo Jonažolių g. 4, Vilniuje savininkų bendrija;Bendrija;2005.06.17;;Gyvenamoji (trys ir daugiau butų);1300-0080-2018;0.00;5338.10;2003;;Nerenovuotas;;62;35;1A7p;0.00
176;Jono Kairiūkščio g. 7;Daugiabučių namų J. Kairiūkščio g. 7 ir 7a, Vilniuje, savininkų bendrija;Bendrija;2008.12.04;;Gyvenamoji (trys ir daugiau butų);4400-0924-6912;9113.57;4103.77;2008;;Nerenovuotas;B;72;24;1A9b;0.71
177;Jono Kairiūkščio g. 7A;Daugiabučių namų J. Kairiūkščio g. 7 ir 7a, Vilniuje, savininkų bendrija;Bendrija;2008.12.04;;Gyvenamoji (trys ir daugiau butų);4400-1566-4938;4362.78;4124.77;2008;;Nerenovuotas;B;73;0;2A9p;0.71
178;Juodkrantės g. 6;Daugiabučio namo Juodkrantės g. 6 savininkų bendrija;Bendrija;2015.03.05;;Gyvenamoji (trys ir daugiau butų);4400-0833-9760;3036.82;2823.40;2007;;Nerenovuotas;;48;0;1A7p;0.00
179;Jurgio Matulaičio a. 9;663-oji daugiabučių namų savininkų bendrija;Bendrija;1999.08.06;;Gyvenamoji (trys ir daugiau butų);1399-7028-9011;2975.64;1864.82;2001;;Nerenovuotas;;24;19;1A4p;0.00
180;Justiniškių g. 35;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-7002-7013;2062.98;0.00;1977;;Nerenovuotas;;30;0;1A5b;0.00
181;Justiniškių g. 49;Daugiabučio namo Justiniškių g. 49, Vilniuje savininkų bendrija;Bendrija;2008.12.18;;Gyvenamoji (trys ir daugiau butų);1097-6002-8017;2060.88;1720.25;1976;;Nerenovuotas;D;30;0;1A5b;0.00
182;Justiniškių g. 53;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-7003-4018;2068.85;1720.25;1977;;Nerenovuotas;;30;0;1A5b;0.00
183;Justiniškių g. 55;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-7003-5015;0.00;0.00;1977;;Nerenovuotas;;30;0;1A5b;0.00
184;Justiniškių g. 57;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-7003-6012;0.00;0.00;1977;;Nerenovuotas;;30;0;1A5b;0.00
185;Justiniškių g. 59;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-7003-7016;0.00;1720.25;1977;;Nerenovuotas;;30;0;1A5b;0.00
186;Justiniškių g. 61;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-7003-8018;0.00;0.00;1977;;Nerenovuotas;;30;0;1A5b;0.00
187;Justiniškių g. 63;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-7003-9015;0.00;0.00;1977;;Nerenovuotas;;30;0;1A5b;0.00
188;Justiniškių g. 67;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-7004-0014;0.00;0.00;1977;;Nerenovuotas;;30;0;1A5b;0.00
189;Justiniškių g. 69;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-7004-1011;0.00;0.00;1977;;Nerenovuotas;;60;0;1A5b;0.00
190;Justiniškių g. 71;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-7004-2010;0.00;1719.06;1977;;Nerenovuotas;;30;0;1A5b;0.00
191;Justiniškių g. 73;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-7004-3017;0.00;0.00;1977;;Nerenovuotas;;72;0;1A9b;0.00
192;Justiniškių g. 75;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-4004-5016;6349.19;5735.11;1974;;Nerenovuotas;;108;0;1A9b;0.00
193;Justiniškių g. 77;73-oji daugiabučių namų savininkų bendrija VIRŠULIŠKĖS;Bendrija;1993.09.30;;Gyvenamoji (trys ir daugiau butų);1097-8006-7014;4215.76;3810.08;1978;;Nerenovuotas;;72;0;1A9b;0.00
194;K. Donelaičio g. 14;288-oji daugiabučių namų savininkų bendrija VINGIS;Bendrija;1995.02.23;;Gyvenamoji (trys ir daugiau butų);1096-5008-0012;1993.42;1585.96;1965;2015;Renovuotas;C;16;0;1A4p;0.00
195;K. Donelaičio g. 16;288-oji daugiabučių namų savininkų bendrija VINGIS;Bendrija;1995.02.23;;Gyvenamoji (trys ir daugiau butų);1096-5008-1017;1933.15;1544.66;1965;2017;Renovuotas;;16;0;1A4p;0.00
196;K. Donelaičio g. 18;288-oji daugiabučių namų savininkų bendrija VINGIS;Bendrija;1995.02.23;;Gyvenamoji (trys ir daugiau butų);1096-4006-8011;1810.06;1514.39;1964;2017;Renovuotas;;16;0;1A4p;0.00
197;K. Donelaičio g. 20;288-oji daugiabučių namų savininkų bendrija VINGIS;Bendrija;1995.02.23;;Gyvenamoji (trys ir daugiau butų);1096-4006-9014;0.00;0.00;1964;2017;Renovuotas;;16;0;1A4p;0.00
198;K. Donelaičio g. 6A;Daugiabučio namo K. Donelaičio g. 6a, Vilniuje savininkų bendrija;Bendrija;2004.06.04;;Gyvenamoji (trys ir daugiau butų);1399-9028-5010;3456.08;2433.33;2002;;Nerenovuotas;;28;3;1A9p;0.00
199;K. Jauniaus g. 1;861-oji daugiabučio namo savininkų bendrija;Bendrija;2002.05.28;;Gyvenamoji (trys ir daugiau butų);1399-9040-6016;0.00;1672.16;2001;;Nerenovuotas;;23;0;1A6p;0.00
200;K. Kalinausko g. 10;Daugiabučio namo Kalinausko g. 10/Mindaugo g. 2, Vilniuje savininkų bendrija;Bendrija;2010.05.31;;Gyvenamoji (trys ir daugiau butų);1094-0136-7013;2176.96;0.00;1940;;Nerenovuotas;D;17;4;1A2p;0.00
201;K. Kalinausko g. 2B;729-oji daugiabučio namo savininkų bendrija;Bendrija;2000.10.12;;Administracinė;1099-8012-0018;2179.94;0.00;1998;;Nerenovuotas;;6;7;1B6p;0.00
202;K. Vanagėlio g. 9;594-oji daugiabučio namo savininkų bendrija VANAGĖLIS;Bendrija;1997.10.22;;Gyvenamoji (trys ir daugiau butų);1092-3001-1040;463.84;281.58;1923;;Nerenovuotas;;8;1;5A1mp;0.17
203;Kalvarijų g. 11A;DNSB Kalvarijų g. 11;Bendrija;2011.11.22;;Gyvenamoji (trys ir daugiau butų);1094-0142-9029;275.89;275.89;1940;;Nerenovuotas;;6;0;2A2p;0.00
204;Kalvarijų g. 126;470-oji daugiabučio namo savininkų bendrija;Bendrija;1996.03.01;;Gyvenamoji (trys ir daugiau butų);1096-8006-0019;3766.55;3125.18;1968;;Nerenovuotas;E;60;0;1A5b;0.00
205;Kalvarijų g. 132;435-oji daugiabučio namo savininkų bendrija;Bendrija;1996.01.25;;Gyvenamoji (trys ir daugiau butų);1096-9006-0012;3750.80;3126.17;1968;;Nerenovuotas;;61;0;1A5b;0.00
206;Kalvarijų g. 138;437-oji daugiabučio namo savininkų bendrija;Bendrija;1996.01.25;;Gyvenamoji (trys ir daugiau butų);1096-8006-4019;5390.90;4495.45;1968;;Nerenovuotas;;90;0;1A5b;0.00
207;Kalvarijų g. 144;615-oji daugiabučio namo savininkų bendrija;Bendrija;1998.04.28;;Gyvenamoji (trys ir daugiau butų);1096-8006-6013;3739.30;3124.88;1968;;Nerenovuotas;;61;0;1A5b;0.00
208;Kalvarijų g. 150;431-oji daugiabučio namo savininkų bendrija;Bendrija;1996.01.18;;Gyvenamoji (trys ir daugiau butų);1096-8006-8019;0.00;4495.50;1968;;Nerenovuotas;E;90;0;1A5b;0.00
209;Kalvarijų g. 2;915-oji daugiabučio namo savininkų bendrija;Bendrija;2003.01.10;;Gyvenamoji (trys ir daugiau butų);1094-0142-1018;1183.51;558.59;1940;;Nerenovuotas;;8;17;1A2p;0.00
210;Kalvarijų g. 276A;110-oji gyvenamojo namo savininkų bendrija Rugelis;Bendrija;1993.10.21;;Gyvenamoji (trys ir daugiau butų);1099-4048-9016;2858.85;2483.66;1994;;Nerenovuotas;;40;0;1A10p;0.00
211;Kalvarijų g. 29;677-oji daugiabučio namo savininkų bendrija;Bendrija;1999.09.29;;Gyvenamoji (trys ir daugiau butų);1094-0144-1010;1533.11;547.33;1940;2000;Renovuotas;;8;3;1A4p;0.00
212;Kalvarijų g. 290;703-oji daugiabučio namo savininkų bendrija;Bendrija;2000.03.14;;Gyvenamoji (trys ir daugiau butų);1099-8010-4014;6130.23;4712.86;1999;;Nerenovuotas;;62;38;1A5p;0.00
213;Kalvarijų g. 294A;42-oji daugiabučio namo savininkų bendrija ŽAIBAS;Bendrija;1993.06.03;;Gyvenamoji (trys ir daugiau butų);1099-4034-4016;0.00;1283.91;1994;;Nerenovuotas;;15;0;1A5p;0.00
214;Kalvarijų g. 29A;677-oji daugiabučio namo savininkų bendrija;Bendrija;1999.09.29;;Gyvenamoji (dviejų butų pastatas);1094-0144-1021;170.93;112.11;1940;;Nerenovuotas;;2;1;2A1p;0.00
215;Kalvarijų g. 43;Daugiabučio namo Kalvarijų g. 43 Vilniuje bendrija;Bendrija;2007.10.22;;Gyvenamoji (trys ir daugiau butų);1094-0145-5030;308.77;308.77;1944;;Nerenovuotas;;6;0;4A1m;0.00
216;Kalvarijų g. 70;UAB Žirmūnų būstas;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0148-4020;71.23;71.23;1940;;Nerenovuotas;;3;0;2A2p;0.00
217;Kalvarijų g. 70;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0148-4014;228.49;228.49;1940;;Nerenovuotas;;6;0;1A1m;0.00
218;Kalvarijų g. 8;366-oji daugiabučio namo savininkų bendrija;Bendrija;1995.10.19;;Gyvenamoji (trys ir daugiau butų);1094-0142-6026;951.06;397.29;1940;;Nerenovuotas;;6;4;2A2p;0.56
219;Kalvarijų g. 98;36-oji daugiabučio namo savininkų bendrija Žaliasis namas;Bendrija;1993.06.10;;Gyvenamoji (trys ir daugiau butų);1099-6034-3017;6769.00;0.00;1996;;Nerenovuotas;;40;25;1A6t;0.00
220;Kaminkelio g. 32;654-oji daugiabučių namų savininkų bendrija;Bendrija;1999.06.08;;Gyvenamoji (trys ir daugiau butų);1099-7008-9015;3770.77;3228.00;1998;;Nerenovuotas;;45;10;1A5p;0.00
221;Kaminkelio g. 37A;762-oji gyvenamojo namo statybos bendrija;Bendrija;2001.05.04;;Gyvenamoji (vieno buto pastatai);1099-7026-2010;496.97;332.72;1997;;Nerenovuotas;;1;0;2A2p;0.00
222;Kapsų g. 19;723-oji daugiabučio namo savininkų bendrija;Bendrija;2000.09.12;;Gyvenamoji (trys ir daugiau butų);1099-7013-8000;2111.10;0.00;1998;;Nerenovuotas;;19;13;1A5p;0.00
223;Kapsų g. 28;742-oji daugiabučio namo savininkų bendrija;Bendrija;2000.12.22;;Gyvenamoji (trys ir daugiau butų);1097-7005-0010;2621.67;2250.82;1977;;Nerenovuotas;;37;0;1A9p;0.00
224;Kareivių g. 19;Gyvenamųjų namų statybos bendrija Naujoji vizija;Bendrija;2008.01.21;;Gyvenamoji (trys ir daugiau butų);4400-0451-8261;0.00;7139.59;2006;;Nerenovuotas;D;116;166;4E16t;0.00
225;Kareivių g. 9;796-oji daugiabučio namo savininkų bendrija;Bendrija;2001.10.03;;Gyvenamoji (įvairioms socialinėms grupėms);1097-7005-9019;0.00;0.00;1977;;Nerenovuotas;;151;15;1N5p;0.00
226;Kaštonų g. 5;Daugiabučių namų Kaštonų g. 3, 5, Vilniuje savininkų bendrija;Bendrija;2005.07.28;;Gyvenamoji (trys ir daugiau butų);1094-0163-2013;1373.48;1206.65;1940;;Nerenovuotas;;14;2;1A4p;0.00
227;Kauno g. 2;Vilniaus miesto daugiabučio gyvenamojo namo Kauno g. 2 savininkų bendrija;Bendrija;2013.07.11;;Gyvenamoji (trys ir daugiau butų);1094-0159-4012;5403.31;4327.23;1940;;Nerenovuotas;;65;21;1A6p;0.00
